              Procedure           Image            Address        Calls Instructions
   PyModule_GetDict@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54de0            1            1
      PyCapsule_New@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54d60           13           13
     PyDict_SetItem@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54ce0           13           13
PyCObject_AsVoidPtr@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54c20            2            2
         PyDict_New@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54bd0            2            2
PyImport_ImportModule@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54a20            2            2
        PyTuple_New@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e549c0            1            1
PyString_FromString@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54970           12           12
     PyDict_GetItem@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e548f0           12           12
      PyOS_snprintf@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54840            2            2
PyString_InternFromString@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e547b0           19           19
PyObject_SetAttrString@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54690            1            1
 PyImport_AddModule@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54680            1            1
PyObject_GetAttrString@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54640            3            3
  Py_InitModule4_64@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54620            1            1
PyDict_SetItemString@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54570            1            1
PyString_FromStringAndSize@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54560            3            3
PyUnicodeUCS4_DecodeUTF8@plt _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54550            6            6
                  _init _ufuncs_cxx.x86_64-linux-gnu.so       7fca66e54510            1            6
            init_ufuncs _ufuncs.x86_64-linux-gnu.so       7fca68e466e0            1        16171
                  .text _ufuncs.x86_64-linux-gnu.so       7fca68e25510            0         2522
         PyDict_New@plt _ufuncs.x86_64-linux-gnu.so       7fca68e25220            6            6
     PyDict_SetItem@plt _ufuncs.x86_64-linux-gnu.so       7fca68e25150          267          267
  PyObject_GC_Track@plt _ufuncs.x86_64-linux-gnu.so       7fca68e25090            3            3
PyCapsule_GetPointer@plt _ufuncs.x86_64-linux-gnu.so       7fca68e25080           13           13
         PyList_New@plt _ufuncs.x86_64-linux-gnu.so       7fca68e25000            1            1
  PyCapsule_IsValid@plt _ufuncs.x86_64-linux-gnu.so       7fca68e24e60           13           13
        PyTuple_New@plt _ufuncs.x86_64-linux-gnu.so       7fca68e24c00            3            3
        PyErr_Clear@plt _ufuncs.x86_64-linux-gnu.so       7fca68e24ba0            3            3
PyImport_ImportModule@plt _ufuncs.x86_64-linux-gnu.so       7fca68e24b50            2            2
PyUnicodeUCS4_DecodeUTF8@plt _ufuncs.x86_64-linux-gnu.so       7fca68e24aa0           12           12
      PyObject_Call@plt _ufuncs.x86_64-linux-gnu.so       7fca68e24930            1            1
PyDict_GetItemString@plt _ufuncs.x86_64-linux-gnu.so       7fca68e24910           13           13
PyObject_SetAttrString@plt _ufuncs.x86_64-linux-gnu.so       7fca68e247e0            2            2
PyObject_GetAttrString@plt _ufuncs.x86_64-linux-gnu.so       7fca68e246e0           16           16
      Py_GetVersion@plt _ufuncs.x86_64-linux-gnu.so       7fca68e244e0            1            1
   PyType_IsSubtype@plt _ufuncs.x86_64-linux-gnu.so       7fca68e24450            1            1
  PyCFunction_NewEx@plt _ufuncs.x86_64-linux-gnu.so       7fca68e243e0            3            3
PyCObject_AsVoidPtr@plt _ufuncs.x86_64-linux-gnu.so       7fca68e24380            2            2
   PyObject_SetItem@plt _ufuncs.x86_64-linux-gnu.so       7fca68e24340            6            6
     PyDict_GetItem@plt _ufuncs.x86_64-linux-gnu.so       7fca68e24310            2            2
   PyModule_GetDict@plt _ufuncs.x86_64-linux-gnu.so       7fca68e242d0            2            2
     PyInt_FromLong@plt _ufuncs.x86_64-linux-gnu.so       7fca68e241b0           11           11
       PyTuple_Pack@plt _ufuncs.x86_64-linux-gnu.so       7fca68e241a0           17           17
   _PyObject_GC_New@plt _ufuncs.x86_64-linux-gnu.so       7fca68e24150            3            3
PyString_FromString@plt _ufuncs.x86_64-linux-gnu.so       7fca68e24140           14           14
PyUnicodeUCS4_FromStringAndSize@plt _ufuncs.x86_64-linux-gnu.so       7fca68e24060            1            1
PyErr_ExceptionMatches@plt _ufuncs.x86_64-linux-gnu.so       7fca68e23d20            3            3
   PyObject_GetAttr@plt _ufuncs.x86_64-linux-gnu.so       7fca68e23d10            6            6
         PyCode_New@plt _ufuncs.x86_64-linux-gnu.so       7fca68e23ca0            6            6
 PyImport_AddModule@plt _ufuncs.x86_64-linux-gnu.so       7fca68e23af0            2            2
PyString_FromStringAndSize@plt _ufuncs.x86_64-linux-gnu.so       7fca68e23a60            6            6
   PyObject_GetItem@plt _ufuncs.x86_64-linux-gnu.so       7fca68e23a10            1            1
      PyOS_snprintf@plt _ufuncs.x86_64-linux-gnu.so       7fca68e239d0            2            2
PyObject_CallFunctionObjArgs@plt _ufuncs.x86_64-linux-gnu.so       7fca68e23840            1            1
       PyType_Ready@plt _ufuncs.x86_64-linux-gnu.so       7fca68e23560            1            1
  Py_InitModule4_64@plt _ufuncs.x86_64-linux-gnu.so       7fca68e23540            1            1
    PyImport_Import@plt _ufuncs.x86_64-linux-gnu.so       7fca68e23380            8            8
PyString_InternFromString@plt _ufuncs.x86_64-linux-gnu.so       7fca68e23320          305          305
                  _init _ufuncs.x86_64-linux-gnu.so       7fca68e23260            1            6
       init_ccallback_c _ccallback_c.x86_64-linux-gnu.so       7fca695b06c0            1         2864
                  .text _ccallback_c.x86_64-linux-gnu.so       7fca695ac4d0            5         1679
    PyImport_Import@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac4a0            1            1
PyUnicodeUCS4_FromStringAndSize@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac480            1            1
      Py_GetVersion@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac470            1            1
       PyTuple_Pack@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac460           13           13
   PyObject_GetAttr@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac410            1            1
   PyModule_GetDict@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac3f0            2            2
   PyType_IsSubtype@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac3c0            2            2
      PyCapsule_New@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac3b0            4            4
     PyDict_SetItem@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac380           19           19
 PyModule_AddObject@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac370            1            1
     PyInt_FromLong@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac350            6            6
PyString_AsStringAndSize@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac330            2            2
         PyDict_New@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac2e0            3            3
  PyEval_EvalCodeEx@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac290            4            4
PyObject_CallFunctionObjArgs@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac280            1            1
        PyTuple_New@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac230            1            1
PyString_FromString@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac210            2            2
        PyErr_Clear@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac1d0            1            1
     PyDict_GetItem@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac1c0           43           43
      PyOS_snprintf@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac160            2            2
 PyEval_EvalFrameEx@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac140            4            4
PyString_InternFromString@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac120           48           48
         PyCode_New@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac0b0            4            4
PyObject_SetAttrString@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac080            1            1
 PyImport_AddModule@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac070            1            1
PyObject_GetAttrString@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac060            4            4
  Py_InitModule4_64@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac040            1            1
  PyCFunction_NewEx@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac020            4            4
        PyFrame_New@plt _ccallback_c.x86_64-linux-gnu.so       7fca695ac010            4            4
   PyInt_FromSize_t@plt _ccallback_c.x86_64-linux-gnu.so       7fca695abfc0            4            4
PyDict_SetItemString@plt _ccallback_c.x86_64-linux-gnu.so       7fca695abf90            4            4
PyString_FromStringAndSize@plt _ccallback_c.x86_64-linux-gnu.so       7fca695abf80           10           10
         PyList_New@plt _ccallback_c.x86_64-linux-gnu.so       7fca695abf70            2            2
                  _init _ccallback_c.x86_64-linux-gnu.so       7fca695abf38            1            6
          rk_randomseed mtrand.x86_64-linux-gnu.so       7fca6ae2c7d0            1         3773
             rk_devfill mtrand.x86_64-linux-gnu.so       7fca6ae2c750            1           30
             initmtrand mtrand.x86_64-linux-gnu.so       7fca6ae23160            1        11154
                  .text mtrand.x86_64-linux-gnu.so       7fca6adde030            0          140
                  .text mtrand.x86_64-linux-gnu.so       7fca6adad2f0            0         2273
    PyImport_Import@plt mtrand.x86_64-linux-gnu.so       7fca6adad2d0            5            5
PyUnicodeUCS4_FromStringAndSize@plt mtrand.x86_64-linux-gnu.so       7fca6adad2c0            1            1
      Py_GetVersion@plt mtrand.x86_64-linux-gnu.so       7fca6adad2a0            1            1
       PyTuple_Pack@plt mtrand.x86_64-linux-gnu.so       7fca6adad290          182          182
  PyNumber_Subtract@plt mtrand.x86_64-linux-gnu.so       7fca6adad260            1            1
       PyMem_Malloc@plt mtrand.x86_64-linux-gnu.so       7fca6adad250            1            1
   PyObject_GetAttr@plt mtrand.x86_64-linux-gnu.so       7fca6adad240            5            5
   PyModule_GetDict@plt mtrand.x86_64-linux-gnu.so       7fca6adad210            5            5
        PySlice_New@plt mtrand.x86_64-linux-gnu.so       7fca6adad200            4            4
      PyCapsule_New@plt mtrand.x86_64-linux-gnu.so       7fca6adad1c0            2            2
     PyDict_SetItem@plt mtrand.x86_64-linux-gnu.so       7fca6adad170          118          118
     PyInt_FromLong@plt mtrand.x86_64-linux-gnu.so       7fca6adad140           19           19
PyCObject_AsVoidPtr@plt mtrand.x86_64-linux-gnu.so       7fca6adad0f0            1            1
         PyDict_New@plt mtrand.x86_64-linux-gnu.so       7fca6adad080            6            6
      PyObject_Hash@plt mtrand.x86_64-linux-gnu.so       7fca6adad060          363          363
     _PyType_Lookup@plt mtrand.x86_64-linux-gnu.so       7fca6adad050            2            2
PyObject_CallFunctionObjArgs@plt mtrand.x86_64-linux-gnu.so       7fca6adacff0            4            4
PyImport_ImportModule@plt mtrand.x86_64-linux-gnu.so       7fca6adacfd0            1            1
    PyType_Modified@plt mtrand.x86_64-linux-gnu.so       7fca6adacf90            1            1
        PyTuple_New@plt mtrand.x86_64-linux-gnu.so       7fca6adacf70           12           12
            fopen64@plt mtrand.x86_64-linux-gnu.so       7fca6adacf60            1            1
PyString_FromString@plt mtrand.x86_64-linux-gnu.so       7fca6adacf50           10           10
     PyDict_GetItem@plt mtrand.x86_64-linux-gnu.so       7fca6adacf00           60           60
       PyType_Ready@plt mtrand.x86_64-linux-gnu.so       7fca6adacec0            1            1
 PyFloat_FromDouble@plt mtrand.x86_64-linux-gnu.so       7fca6adaceb0            3            3
      PyOS_snprintf@plt mtrand.x86_64-linux-gnu.so       7fca6adace80            3            3
PyString_InternFromString@plt mtrand.x86_64-linux-gnu.so       7fca6adace00          209          209
         PyCode_New@plt mtrand.x86_64-linux-gnu.so       7fca6adacd50           10           10
  PyNumber_Multiply@plt mtrand.x86_64-linux-gnu.so       7fca6adacd30            1            1
             fclose@plt mtrand.x86_64-linux-gnu.so       7fca6adacd20            1            1
       PyErr_WarnEx@plt mtrand.x86_64-linux-gnu.so       7fca6adaccd0            1            1
   PyInt_FromString@plt mtrand.x86_64-linux-gnu.so       7fca6adaccc0            6            6
PyObject_SetAttrString@plt mtrand.x86_64-linux-gnu.so       7fca6adaccb0            2            2
 PyImport_AddModule@plt mtrand.x86_64-linux-gnu.so       7fca6adacc90            2            2
PyObject_GetAttrString@plt mtrand.x86_64-linux-gnu.so       7fca6adacc80            1            1
  Py_InitModule4_64@plt mtrand.x86_64-linux-gnu.so       7fca6adacc60            1            1
              fread@plt mtrand.x86_64-linux-gnu.so       7fca6adacc50            1            1
  PyCFunction_NewEx@plt mtrand.x86_64-linux-gnu.so       7fca6adacc30           10           10
PyString_FromStringAndSize@plt mtrand.x86_64-linux-gnu.so       7fca6adacb90           69           69
         PyList_New@plt mtrand.x86_64-linux-gnu.so       7fca6adacb80            4            4
PyUnicodeUCS4_DecodeUTF8@plt mtrand.x86_64-linux-gnu.so       7fca6adacb70           86           86
